ean,quantita
4897098682845,10
4897098682951,22
4897098683088,10
4897098683309,21
4897098683323,22
4897098683347,16
4897098683378,11
4897098683545,39
4897098683552,16
4897098683569,28
4897098683606,59
4897098683651,20
4897098683798,11
4897098683897,20
4897098683941,36
4897098683958,20
4897098685235,500
4897098686027,11
4897098687017,25
4897098687048,10
4897098687383,10
4897098687390,27
4897098687406,29
4897098687765,70
4897098687772,15
4897098687802,50
4897098687833,33
4897098687888,71
4897098688052,16
4897098688380,10
4897098688410,24
4897098688489,146
4897098688588,42
4897098688809,22
4897098688908,14
4897098688915,19
4897098689066,13
4897098689486,16
4897098689493,13
4897098689509,10
4897098689523,50
4897098689721,31
4897098689745,13
4899888116868,1040
4899888805076,72
4899888805083,62
4899888805090,47
4899888805243,119
4899888805267,192
4899888805274,141
4899888805281,97
4899888805298,315
4899888805304,256
4899888805342,90
4899888805359,182
4899888805366,123
4899888805373,23
4899888805380,34
4899888819776,42
4899888819783,52
4899888819790,56
4899888819806,117
4899888819813,82
4899888819820,79
4899888819882,45
4899888829164,47
4899888829171,101
4899888829188,61
4899888830061,14
4899888830085,61
4903462193937,205
4903462193951,511
4905524731897,30
4905524731903,30
4905524929225,30
4905524931181,30
4905524936797,19
4905524937213,30
4905524937244,10
4905524937305,30
4905524937336,30
4905524937787,30
4905524937794,30
4905524937954,30
4905524942170,30
4905524946703,30
4905524946727,30
4907034221967,32
4907034223329,25
4907034223497,26
4907034223909,12
4907034224302,15
4939761305412,68
4939761307195,205
4939761308482,26
4939761309021,42
4939761309168,13
4939761311482,71
4939761311628,39
4939761311642,100
4939761311758,32
4939761311833,41
4939761312052,24
4939761312106,50
4939761312533,50
4939761315817,13
4939761315855,13
4939761316494,28
4944406005350,69
4944406005411,24
4944406005541,55
4944406005947,27
4944406005961,88
4944406555916,21
4948382529930,27
4948382581419,100
4948382718051,10
4948382822109,32
4948382940063,14
4948382998361,25
4948570032129,22
4948570032273,22
4948570033102,32
4948570033263,15
4948570033270,13
4948570033331,52
4948570033416,10
4948570033447,21
4948570033454,10
4948570116751,18
4948570116768,19
4948570116775,13
4948570118199,13
4948570118342,26
4948570118366,26
4948570118373,19
4948570118380,19
4948570118397,12
4948570118403,10
4948570118632,12
4948570118861,40
4948570118878,51
4948570120451,41
4948570120642,28
4948570120659,41
4948570121342,10
4948570121458,21
4948570121465,45
4948570121618,14
4948570121625,22
4948570121816,22
4948570122073,22
4948570122097,17
4948570122127,20
4948570122141,14
4948570122158,20
4948570122219,10
4948570122226,39
4948570122264,55
4948570122271,10
4948570122288,13
4948570122523,22
4948570122530,23
4948570122554,26
4948570122578,100
4948570122608,41
4948570122622,19
4948570122899,22
4948570122950,24
4948570122974,133
4948570122981,29
4948570122998,14
4948570123179,26
4948570123346,19
4948570123360,100
4948570123506,11
4948570123513,16
4948570123520,26
4948570123537,19
4948570123544,12
4948570123551,11
4948570123568,20
4948570123575,17
4948570123582,34
4948570123636,16
4948570123643,38
4948570123667,13
4948570123674,12
4948570123735,12
4948570123780,18
4948570123797,20
4948570123810,70
4948570123827,31
4948570123834,96
4948570123841,123
4948570123865,16
4948570123872,12
4948570123926,24
4948570123940,49
4948570123971,11
4948570124039,13
4948570124107,30
4948570124220,10
4948570124237,54
4948570124244,19
4948570124251,20
4948570124268,26
4948570124282,27
4948570124329,29
4948570124428,18
4948570124442,10
4948570124459,10
4948570124503,21
4948570124510,21
4948570124565,33
4948570124572,13
4948570124589,59
4948570124596,240
4948570124626,37
4948570124633,10
4948570124640,14
4948570124657,30
4948570124688,30
4948570124725,15
4948570124756,18
4948570124763,24
4948570124770,31
4948570124794,10
4948570124800,18
4948570124848,10
4948570124893,27
4948570124923,11
4948570124930,10
4948570124954,40
4948570124978,100
4948570124992,16
4948570125012,16
4948570125036,16
4948570125074,18
4948570125111,10
4948570125135,23
4948570125142,10
4948570125180,45
4948570125234,34
4948570125258,76
4948570125333,18
4948570125340,20
4948570125388,16
4948570125395,16
4948570125401,24
4948570125418,101
4948570125425,71
4948570125432,25
4948570125517,21
4948570125524,27
4948570125579,14
4948570125609,21
4948570125616,10
4948570125715,11
4948570125746,71
4948570125791,11
4948570125814,118
4948570125821,12
4948570125852,86
4948570125869,44
4948570125876,79
4948570126156,44
4948570126163,28
4948570126170,149
4948570126187,31
4948570126194,15
4948570126200,20
4948570126293,21
4948570126309,10
4948570126316,10
4948570126323,37
4948570126330,17
4948570126347,37
4948570126354,10
4948570126361,13
4948570126392,18
4948570126415,198
4948570126439,15
4948570126446,12
4948570126453,12
4948570126491,17
4948570126514,27
4948570126521,15
4948570126576,183
4948570126606,77
4948570126620,15
4948570126682,131
4948570126705,144
4948570126767,18
4948570126781,22
4948570126873,10
4948570126910,11
4948570126927,14
4948570126941,36
4948570127023,31
4948570127061,10
4948570127115,18
4948570127146,13
4948570127153,17
4948570127160,51
4948570127177,10
4948570127184,17
4948570127207,18
4948570127283,43
4948570127412,89
4948570127429,27
4948570127436,23
4948570127443,78
4948570127450,10
4948570127641,30
4949268621052,20
4949268621069,57
4949268621076,45
4949268621083,11
4949268621342,17
4949268622608,178
4949268622615,156
4949268622806,60
4949268623292,23
4949268623360,57
4949268623391,72
4949268623551,73
4949268623612,78
4949268623766,28
4949268623773,26
4949268704724,21
4951319126621,27
4951319197072,13
4951319228059,10
4951319228103,46
4951319228110,27
4951319240808,114
4951319240815,61
4951319255673,28
4951319255680,315
4951319256854,62
4951319261605,474
4951319261612,15
4951319261629,12
4951319261643,13
4951319261650,23
4951319264651,15
4951319264668,25
4951319264675,25
4951319265191,71
4951319266068,50
4951319266167,148
4951319275145,19
4951319285366,14
4951319285489,37
4951319291183,30
4960999047034,27
4960999047058,50
4960999174839,10
4960999174983,48
4960999201498,12
4960999270616,12
4960999272672,15
4960999273372,12
4960999273495,22
4960999293929,70
4960999293967,100
4960999299785,40
4960999299792,47
4960999299808,29
4960999320434,34
4960999391731,23
4960999391762,15
4960999405339,36
4960999405377,98
4960999405421,47
4960999481326,10
4960999484198,100
4960999534619,10
4960999537269,100
4960999537276,100
4960999537283,39
4960999538471,32
4960999572031,62
4960999575254,11
4960999575285,16
4960999575292,15
4960999575308,11
4960999577456,31
4960999577470,14
4960999577494,16
4960999577517,11
4960999577531,13
4960999617008,4842
4960999617015,16
4960999617022,24
4960999617039,10
4960999636535,100
4960999639819,13
4960999644042,23
4960999644066,34
4960999644080,19
4960999644103,27
4960999644684,16
4960999650289,18
4960999650319,14
4960999655567,18
4960999664118,42
4960999665115,14
4960999669922,98
4960999670027,72
4960999670034,39
4960999670041,86
4960999670058,22
4960999671956,13
4960999679488,12
4960999681887,16
4960999681900,42
4960999682020,13
4960999780504,17
4960999782409,22
4960999782416,80
4960999782423,13
4960999787534,10
4960999843995,15
4960999844008,36
4960999864709,23
4960999864792,24
4960999864853,101
4960999865294,101
4960999901688,20
4960999904504,100
4960999904580,21
4960999904665,21
4960999904702,14
4960999904733,52
4960999904917,80
4960999904924,40
4960999904931,80
4960999904948,20
4960999905242,15
4960999905556,17
4960999905563,18
4960999909158,17
4960999909493,14
4960999910932,15
4960999915722,97
4960999915784,32
4960999915791,19
4960999965376,11
4960999966076,11
4960999974491,30
4960999974507,30
4960999974514,10
4960999974521,100
4960999978208,15
4960999978239,26
4960999980034,100
4960999986760,16
4960999986777,21
4960999989815,13
4960999990088,12
4960999991214,40
4960999991238,135
4960999996615,26
4961311857782,17
4961311857805,17
4961311885334,51
4961311889769,24
4961311889783,23
4961311889820,20
4961311889868,103
4961311889882,103
4961311893032,11
4961311893056,11
4961311904509,10
4961311910548,18
4961311910555,13
4961311910562,13
4961311914690,21
4961311914706,31
4961311914713,23
4961311915987,31
4961311916236,19
4961311916274,13
4961311918759,17
4961311919510,17
4961311920158,51
4961311920189,17
4961311920202,15
4961311920219,24
4961311920226,24
4961311920431,32
4961311920455,10
4961311926488,19
4961311926617,26
4961311926655,51
4961311927997,81
4961311928154,42
4961311929410,30
4961311929427,17
4961311931833,29
4961311931840,16
4961311931857,12
4961311931864,17
4961311938320,42
4961311939983,34
4961311940088,17
4961311942068,51
4961311942075,13
4961311942082,33
4961311942099,11
4961311942143,103
4961311942150,51
4961311942174,48
4961311957666,70
4961311957673,47
4961311957680,33
4961311957697,46
4961311958014,53
4961311968211,113
4961311968228,24
4961311968235,55
4961311968242,44
4961311968426,23
4961311968433,29
4961311968440,21
4961311968648,100
4961311973284,16
4961311973758,32
4961311979910,32
4961311980831,10
4961311984556,14
4961311984785,15
4961311991585,14
4961311993169,18
4961311993176,18
4961311993183,96
4964808152773,13
4971850033387,10
4973167537350,47
4973167943700,175
4974019138756,16
4974019138770,13
4974019153025,39
4974019172019,11
4974019195117,21
4974019195131,11
4974019216522,30
4974019218533,22
4974019710075,19
4977766050487,13
4977766050524,43
4977766050531,11
4977766050548,14
4977766050616,69
4977766050678,17
4977766050708,11
4977766050760,11
4977766055215,96
4977766057387,15
4977766527262,12
4977766562584,17
4977766624954,50
4977766624985,12
4977766625074,11
4977766625135,14
4977766625166,13
4977766628112,107
4977766628129,48
4977766628136,100
4977766628150,32
4977766628167,28
4977766628181,17
4977766628198,100
4977766628204,36
4977766628211,80
4977766628228,12
4977766628501,36
4977766628525,48
4977766630726,16
4977766630887,41
4977766630917,18
4977766634557,37
4977766634564,14
4977766635127,10
4977766635158,20
4977766643900,16
4977766648110,20
4977766654166,10
4977766654180,56
4977766654203,79
4977766658409,15
4977766658423,32
4977766658430,10
4977766659567,101
4977766659598,56
4977766659628,74
4977766659659,62
4977766659680,77
4977766659710,49
4977766659789,56
4977766659819,64
4977766659840,19
4977766659871,22
4977766659901,18
4977766661539,66
4977766661553,18
4977766662376,11
4977766665759,14
4977766665964,60
4977766665988,73
4977766666008,13
4977766666954,12
4977766666978,10
4977766667548,18
4977766668118,10
4977766675413,101
4977766675420,60
4977766675437,51
4977766675444,57
4977766676694,58
4977766677233,101
4977766679343,34
4977766679350,24
4977766679367,17
4977766679374,16
4977766679381,66
4977766679398,13
4977766679404,18
4977766679411,13
4977766679466,55
4977766682718,101
4977766682800,101
4977766682862,101
4977766682923,101
4977766684699,29
4977766684781,43
4977766684811,100
4977766684842,37
4977766684873,14
4977766684903,10
4977766684934,11
4977766684965,40
4977766685054,15
4977766685085,100
4977766685115,30
4977766685177,100
4977766685214,100
4977766685245,25
4977766685276,12
4977766685306,100
4977766685351,11
4977766685412,100
4977766685450,64
4977766685467,14
4977766685528,11
4977766685566,60
4977766685603,26
4977766685634,68
4977766685665,23
4977766685733,18
4977766685764,12
4977766685795,24
4977766685887,13
4977766686242,59
4977766686297,11
4977766686327,39
4977766686419,19
4977766686440,63
4977766686501,94
4977766686532,28
4977766686624,140
4977766686655,42
4977766686686,88
4977766686716,93
4977766686747,96
4977766686778,19
4977766691628,19
4977766691659,53
4977766691710,10
4977766691741,104
4977766691772,22
4977766691802,22
4977766691963,84
4977766691970,16
4977766692052,35
4977766692083,10
4977766692113,20
4977766692175,52
4977766692205,56
4977766692236,26
4977766692397,101
4977766692434,68
4977766692496,11
4977766692557,20
4977766692588,21
4977766692618,25
4977766692670,88
4977766692700,24
4977766692762,21
4977766692809,27
4977766692939,65
4977766692960,35
4977766693028,56
4977766693059,12
4977766693202,38
4977766693233,26
4977766693264,14
4977766693998,61
4977766694001,53
4977766694018,76
4977766694025,36
4977766694032,52
4977766694049,75
4977766694056,16
4977766694063,22
4977766694070,28
4977766695596,67
4977766695626,21
4977766696357,25
4977766696364,21
4977766696371,16
4977766696388,12
4977766697989,17
4977766706766,10
4977766706803,217
4977766707107,27
4977766708883,20
4977766708906,23
4977766709811,12
4977766709828,24
4977766712217,40
4977766712767,83
4977766713894,101
4977766713900,101
4977766713917,91
4977766713924,101
4977766713931,15
4977766713948,25
4977766713955,25
4977766713962,40
4977766716635,17
4977766718387,101
4977766718400,49
4977766718424,34
4977766718448,18
4977766718486,18
4977766718523,61
4977766718813,54
4977766718820,31
4977766719711,98
4977766721417,100
4977766721707,101
4977766721769,20
4977766723183,18
4977766723206,43
4977766723213,89
4977766724159,101
4977766726122,20
4977766731447,743
4977766732161,14
4977766732178,38
4977766734967,18
4977766734998,17
4977766735001,19
4977766735018,70
4977766735025,27
4977766735032,30
4977766735049,17
4977766735063,10
4977766735148,20
4977766735155,20
4977766735162,16
4977766735179,46
4977766735896,101
4977766735902,101
4977766735919,101
4977766735926,101
4977766735933,48
4977766735940,57
4977766735957,83
4977766735964,52
4977766735971,59
4977766736374,20
4977766736381,20
4977766736398,17
4977766736640,195
4977766738965,101
4977766738989,101
4977766739047,65
4977766739856,34
4977766742399,15
4977766745192,41
4977766745567,101
4977766745598,69
4977766745611,101
4977766745635,69
4977766745659,46
4977766745673,48
4977766745697,69
4977766747318,64
4977766747325,29
4977766747332,31
4977766747349,32
4977766748247,10
4977766748438,18
4977766748452,11
4977766748773,20
4977766748780,41
4977766748797,17
4977766750745,22
4977766752411,10
4977766752435,14
4977766752626,30
4977766753319,10
4977766753371,100
4977766755511,58
4977766755528,16
4977766755566,21
4977766755641,101
4977766755658,999
4977766755665,19
4977766755757,101
4977766757287,37
4977766759649,30
4977766759670,78
4977766760065,46
4977766760096,40
4977766760300,130
4977766761406,171
4977766761499,20
4977766762113,101
4977766762120,29
4977766762137,20
4977766762144,101
4977766762175,101
4977766762199,12
4977766762205,101
4977766762212,101
4977766762250,101
4977766762267,101
4977766762274,101
4977766762281,101
4977766766746,24
4977766766869,18
4977766767019,101
4977766767026,18
4977766768436,100
4977766768474,13
4977766769662,11
4977766769686,22
4977766770194,27
4977766770224,17
4977766770286,16
4977766771283,12
4977766771535,93
4977766771597,89
4977766771610,101
4977766771634,101
4977766771658,101
4977766771672,101
4977766771696,101
4977766771719,101
4977766771733,22
4977766771757,11
4977766771771,10
4977766771818,86
4977766771856,46
4977766771870,51
4977766771894,101
4977766774109,69
4977766774123,12
4977766774222,50
4977766774376,384
4977766774574,46
4977766774819,100
4977766775038,16
4977766775748,101
4977766775755,42
4977766775762,101
4977766775779,101
4977766776936,38
4977766776967,13
4977766777131,10
4977766779142,101
4977766779159,19
4977766779265,15
4977766779272,10
4977766779289,10
4977766779296,21
4977766779319,30
4977766779470,101
4977766779494,10
4977766780148,101
4977766780162,101
4977766780186,21
4977766783606,11
4977766787185,47
4977766787215,34
4977766787222,29
4977766787246,12
4977766787253,12
4977766787390,10
4977766787451,101
4977766787475,72
4977766787499,60
4977766787512,65
4977766787536,101
4977766787550,89
4977766787574,101
4977766787598,101
4977766787611,101
4977766787864,50
4977766787895,39
4977766787925,29
4977766787956,18
4977766787987,49
4977766788014,101
4977766788045,60
4977766788076,78
4977766788717,22
4977766788861,13
4977766790024,17
4977766792035,100
4977766792943,17
4977766794138,36
4977766794398,59
4977766795685,40
4977766798259,20
4977766798266,22
4977766798273,13
4977766798471,37
4977766798556,34
4977766799737,34
4977766800037,10
4977766800327,27
4977766800402,11
4977766800495,23
4977766800594,101
4977766800631,60
4977766801102,33
4977766801133,52
4977766802543,22
4977766802796,10
4977766804486,18
4977766804516,1153
4977766804561,54
4977766804585,20
4977766804646,20
4977766804660,11
4977766804684,21
4977766804707,18
4977766804769,10
4977766805698,13
4977766806404,15
4977766808248,23
4977766809474,101
4977766809481,13
4977766809498,19
4977766809504,14
4977766809511,101
4977766809528,87
4977766809535,56
4977766809542,99
4977766810364,101
4977766810371,101
4977766810388,101
4977766810395,101
4977766810401,101
4977766810418,86
4977766810425,34
4977766810432,101
4977766810449,101
4977766810456,25
4977766810470,12
4977766810975,25
4977766810982,24
4977766810999,50
4977766811002,26
4977766811019,36
4977766811026,14
4977766811033,47
4977766811040,45
4977766811446,35
4977766812726,85
4977766812740,36
4977766812764,101
4977766812795,36
4977766812818,36
4977766812832,75
4977766812856,101
4977766812962,12
4977766813099,101
4977766813426,15
4977766813594,101
4977766813600,101
4977766813969,17
4977766813976,30
4977766814034,101
4977766814041,101
4977766814058,101
4977766814065,101
4977766814188,14
4977766814379,36
4977766814492,13
4977766814577,173
4977766814638,25
4977766814713,14
4977766814775,12
4977766814867,128
4977766814881,10
4977766815130,17
4977766815147,48
4977766815154,50
4977766815161,14
4977766815185,21
4977766815468,89
4977766815482,52
4977766815499,11
4977766815505,47
4977766815512,76
4977766815529,101
4977766815536,65
4977766815543,101
4977766815550,101
4977766815567,77
4977766815574,101
4977766815581,101
4977766815598,101
4977766815604,46
4977766815611,101
4977766816212,39
4977766816236,85
4977766816243,108
4977766816250,96
4977766816267,38
4977766816793,101
4977766816892,101
4977766817301,11
4977766817325,10
4977766817332,48
4977766817684,100
4977766817899,21
4977766817905,21
4977766818032,23
4977766818063,16
4977766819794,101
4977766819817,101
4977766819831,101
4977766819879,14
4977766820011,17
4977766820158,24
4977766820165,95
4977766820486,23
4977766820561,12
4977766820578,13
4977766820592,24
4977766820608,13
4977766820974,100
4977766821384,37
4977766821575,13
4977766821773,101
4977766821797,101
4977766821803,101
4977766821810,101
4977766821827,46
4977766821834,15
4977766821841,23
4977766821858,18
4977766821865,101
4977766821964,20
4977766822015,10
4977766822206,19
4977766822718,12
4977766822824,28
4977766822961,17
4977766823302,18
4977766823364,20
4977766823753,10
4977766823814,86
4977766823845,10
4977766823890,63
4977766823951,193
4977766824088,23
4977766824095,85
4977766824149,21
4977766824576,25
4977766824637,23
4977766824750,24
4977766824781,93
4977766824835,18
4977766824866,72
4977766824972,183
4977766825122,290
4977766825146,10
4977766825160,100
4977766825894,14
4977766826044,13
4977766826068,151
4977766826440,42
4977766826464,100
4977766826563,100
4977766826587,100
4977766826655,147
4977766826754,12
4977766826785,24
4977766826808,140
4977766826921,55
4977766827034,31
4977766827072,15
4977766827171,13
4977766827430,29
4977766827867,48
4977766827881,14
4977766827904,23
4977766829069,29
4977766830089,52
4977766830096,12
4977766830270,101
4977766830294,101
4977766830331,105
4977766830355,25
4977766830676,21
4977766831048,28
4977766831062,24
4977766831079,10
4977766831086,45
4977766831093,22
4977766831284,132
4977766831321,30
4977766831345,20
4977766831352,20
4977766831390,93
4977766831413,12
4977766831444,56
4977766831468,24
4977766831475,15
4977766831918,130
4977766831925,100
4977766832083,40
4977766832212,19
4977766832281,23
4977766833257,10
4977766834001,1379
4977766834063,45
4977766834643,26
4977766834650,12
4977766834728,91
4977766834759,29
4977766835732,117
4977766835787,95
4977766835817,24
4977766835855,21
4977766835886,15
4977766835916,22
4977766835947,40
4977766835978,33
4977766836005,42
4977766836036,41
4977766836067,45
4977766836173,33
4977766836203,16
4977766836234,42
4977766836296,39
4977766836395,68
4977766836432,33
4977766836456,23
4977766836609,27
4977766836852,86
4977766836975,12
4977766836982,12
4977766836999,12
4977766838740,41
4977766838856,101
4977766838870,101
4977766838894,101
4977766838917,101
4977766838931,10
4977766839174,101
4977766839204,18
4977766839235,25
4977766839266,37
4977766841474,14
4977766841481,20
4977766841498,11
4977766841740,23
4977766841788,242
4977766841825,15
4977766841856,119
4977766841894,59
4977766841924,30
4977766841955,12
4977766842150,101
4977766842211,96
4977766842891,13
4977766847827,33
4977766847841,23
4988028478222,11
4988617014411,12
4988617149694,15
4988617149724,16
4988617196117,69
4988648965270,500
4988648965317,500
4988648965607,500
4991366000000,60
4995047049227,14
4995047055198,21
4995047055204,11
4995047055297,309
4995047055624,11
4995047055914,11
4995047056539,17
4995047056638,28
4995047056645,11
4995047056737,10
4995047057758,13
4995047062561,19
4995047063315,28
4995047063438,36
4995047063445,12
4995047065180,14
4995047065272,14
4995047066187,23
4995047066194,11
4995047069737,11
4995047069799,16
4995047070412,11
4995047071365,10
5000394002838,16
5000394003323,13
5000394007420,19
5000394013858,24
5000394019089,40
5000394020306,15
5000394020320,40
5000394023352,78
5000394030305,13
5000394030367,10
5000394030398,51
5000394030428,191
5000394030480,49
5000394036529,60
5000394039247,10
5000394041660,500
5000394055988,10
5000394055995,10
5000394056978,20
5000394057043,297
5000394067790,11
5000394067820,18
5000394067929,10
5000394090231,17
5000394119376,257
5000394123106,27
5000394141988,34
5000394142190,118
5000394203815,11
5000394203822,19
5000394203884,12
5000394203907,26
5000394203921,83
5000394203969,69
5000394203983,35
5000394223103,74
5000394245105,144
5000394504424,124
5010218345058,30
5010724525586,20
5010724544884,10
5011402100170,13
5011569105896,14
5013493482692,9876
5013493482708,9876
5013623202893,90
5013623204361,60
5013623207010,200
5013623207027,90
5013623207188,50
5013623209625,100
5013623209762,100
5013623209809,100
5013623209892,10
5013623209915,700
5013623209939,100
5013623209960,200
5013623209984,900
5013623210003,10
5013623210027,100
5013623210140,200
5013623303675,100
5013623303729,80
5013623304733,50
5013623305815,10
5013623305938,10
5013969244434,10
5013969246582,13
5013969950656,10
5014047561290,57
5014047561566,33
5014047561948,11
5014047562112,101
5014047562396,80
5014047562631,12
5014047562662,17
5014047562938,46
5014047563041,18
5014047563195,35
5014047563225,101
5014047563348,20
5014047566233,24
5014047566677,31
5014047566851,15
5014047566882,12
5014047567186,97
5014047600371,13
5014047600395,18
5014047600555,13
5014047600692,96
5014047600869,11
5016291073543,100
5016291073550,250
5016488141222,12
5016488141338,11
5016488141680,15
5016488142212,12
5016488142373,30
5016812311703,13
5016812346583,75
5017534980581,15
5017534991051,101
5018997635995,60
5018997637364,18
5018997637371,56
5018997637524,270
5018997637531,199
5018997637548,290
5018997637555,178
5018997637562,237
5018997637579,230
5018997637586,234
5018997637593,218
5018997637609,154
5018997637616,50
5018997637623,272
5018997637630,217
5018997637647,139
5018997637654,89
5018997637661,134
5018997637678,28
5018997637685,196
5018997637692,126
5018997637708,203
5018997637715,218
5018997637845,14
5018997638293,188
5018997638309,128
5018997638316,214
5018997638330,214
5018997638347,138
5018997638378,48
5018997638712,198
5018997638729,173
5018997638736,195
5019318070662,13
5019318071300,22
5019318078323,20
5019318078576,20
5019318078972,10
5019318078989,17
5019318079504,28
5019318079542,16
5019318084270,17
5019318089800,11
5019318304545,37
5019318304675,10
5019318308758,24
5019318308994,11
5019318309731,42
5019318501104,11
5019318501265,19
5019318551420,10
5019318651205,31
5019318651212,17
5019318751028,10
5019318752575,14
5019318758850,11
5021290096592,30
5021290099524,30
5021290100510,19
5021290100701,12
5021290101067,30
5021290101333,30
5021290102194,16
5021711054675,11
5021711059588,20
5021711059748,30
5021711059755,20
5021711059793,14
5021711059809,30
5021711059960,22
5021711059977,30
5021711060027,30
5021711060423,16
5021711060430,23
5024160835482,12
5024442233500,82
5024442900600,21
5024442914706,33
5024442931703,90
5025155098943,17
5025232582716,41
5025232632695,21
5025232863440,109
5025232863457,240
5025232867356,10
5025232869701,54
5025232874941,100
5025232874989,16
5025232878376,20
5025232878680,30
5025232886722,78
5025232886739,10
5025232889143,18
5025232917013,19
5025232918881,14
5025232920990,15
5025232922352,18
5025232923342,10
5025232924578,47
5025232925650,32
5025232925667,14
5025232925674,10
5025232937783,18
5025232937790,33
5025232944279,10
5025232945269,12
5025232949243,343
5025232951369,166
5025232960804,100
5025232962839,28
5025232962983,18
5025232964857,50
5025232964871,20
5025232965090,20
5025232965182,10
5025232965397,30
5025232965410,10
5025232968589,10
5025232969326,12
5025232973583,43
5025232977574,13
5025232978847,50
5025232978861,90
5025232978885,41
5025232981960,10
5025232982912,50
5025232982929,31
5025232983018,17
5025232983025,17
5026555369145,26
5026555369565,30
5026555369749,30
5026555431859,30
5026555437608,30
5026555438285,11
5026555438674,17
5026555438834,30
5026555439060,30
5026555439305,30
5028252063807,31
5028252063883,22
5028252063920,14
5028252064057,26
5028252076210,10
5028252108270,11
5028252149365,14
5028252170895,19
5028252197038,15
5028252198578,11
5028252220491,19
5028252249225,25
5028252249232,62
5028252388870,13
5028252502733,16
5028252505215,25
5028252506366,110
5028252515429,30
5028252519434,61
5028252592901,25
5028252597883,22
5028252598194,12
5028252599092,13
5028252606059,24
5028252606110,16
5028252608527,26
5028252608534,33
5028252608541,22
5028252608602,36
5028252608619,73
5028252608633,16
5028252608640,33
5028252608657,63
5028252608671,34
5028252608688,28
5028252608718,33
5028252611602,12
5028252613859,101
5028252613866,80
5028252613873,101
5028252613880,18
5028252615310,11
5028252615716,11
5028252616799,70
5028252617314,38
5028252617321,10
5028252617338,44
5028252617345,41
5028252617369,26
5028252617376,37
5028252617383,50
5028252617390,61
5028252617406,44
5028252617932,24
5028252617956,23
5028252617963,23
5028252617987,20
5028252618076,23
5028252620529,12
5028252637619,31
5028252638555,23
5028252640718,20
5028252643900,10
5028252644037,10
5028252644044,12
5028252644174,17
5028252644747,64
5028252645577,11
5028695115521,38
5028695119475,100
5028695120464,100
5028695125247,25
5028695125414,1464
5028695125674,18
5028695125681,30
5028695127494,283
5028695612792,23
5028695614628,67
5028695614819,45
5030930125394,13
5030931125263,30
5030933125322,30
5030934125260,24
5030934125406,30
5030945125389,30
5030947125400,30
5031713026815,32
5031713026846,19
5031713026983,23
5031713026990,14
5031713027652,10
5031713031406,22
5031713035435,22
5031713037811,12
5031713039457,21
5031713039785,65
5031713039792,60
5031713042570,86
5031713043515,15
5031713043942,10
5031713044130,32
5031713045656,24
5031713045816,29
5031713045830,77
5031713045847,24
5031713045854,30
5031713045915,23
5031713045922,22
5031713047230,14
5031713047247,103
5031713047254,16
5031713047483,49
5031713048619,36
5031713048626,11
5031713048671,20
5031713048701,10
5031713048923,501
5031713048947,31
5031713050124,19
5031713050520,26
5031713052647,29
5031713053781,16
5031713053798,46
5031713053804,33
5031713053811,100
5031713053842,151
5031713054092,13
5031713054108,11
5031713054122,27
5031713054702,101
5031713054757,16
5031713054849,410
5031713054863,286
5031713054887,257
5031713056010,239
5031713056027,10
5031713056188,234
5031713057574,27
5031713057611,10
5031713057659,135
5031713057673,11
5031713058397,382
5031713058410,430
5031713058496,349
5031713058724,40
5031713058731,208
5031713059318,19
5031713059356,29
5031713059370,32
5031713059561,45
5031713059752,88
5031713059783,311
5031713059790,11
5031713061007,10
5031713061205,20
5031713061236,32
5031713061298,18
5031713061359,207
5031713061472,14
5031713061533,173
5031713061557,227
5031713061571,230
5031713061595,215
5031713061755,19
5031713063407,68
5031713063421,100
5031713064046,26
5031713064053,21
5031713064060,92
5031713064077,17
5031713064145,55
5031713065012,247
5031713065586,10
5031713066033,501
5031713066040,17
5031713066422,10
5031713066736,42
5031713066743,37
5031713066750,37
5031713066767,70
5031713066804,11
5031713066828,29
5031713066835,10
5031713066903,461
5031713066910,378
5031713067085,18
5031713067320,15
5031713067344,13
5031713067733,24
5031713067740,25
5031713067757,21
5031713067771,51
5031713067788,38
5031713067795,70
5031713068174,14
5031713068181,17
5031713068204,30
5031713068211,19
5031713068334,15
5031713068389,83
5031713068396,10
5031713068419,75
5031713068426,11
5031713068501,23
5031713068532,501
5031713068549,501
5031713068556,501
5031713069980,12
5031713071013,30
5031713071020,27
5031713071037,27
5031713071044,14
5031713071105,15
5031713071112,19
5031713071174,35
5031713071181,29
5031713071198,22
5031713071211,70
5031713071228,101
5031713071235,14
5031713071563,16
5031713071594,344
5031713071617,501
5031713072348,10
5032037033831,10
5032037038980,100
5032037041461,17
5032037041522,292
5032037049603,100
5032037051309,20
5032037060912,18
5032037081399,12
5032037097420,10
5032037106191,80
5032037106528,21
5032037154963,100
5032037172271,11
5032037187077,42
5032037187138,18
5032037188111,10
5032037194372,11
5032037210065,15
5032037210201,14
5032037210218,70
5032037210263,20
5032037213097,36
5032037213103,100
5032037213141,100
5032037218986,100
5032037218993,100
5032037219006,37
5032037219013,98
5032037225786,13
5032037234108,100
5032037234115,100
5032037234221,46
5032037234641,266
5032037235860,162
5032037237758,70
5032037237826,35
5032037238540,32
5032037238731,38
5032037250399,156
5032037260299,25
5032037262668,55
5032037267465,28
5032037267472,27
5032037267502,100
5032037274692,26
5032037278447,10
5032037278508,50
5032037278522,18
5032037278546,328
5032037279079,21
5032037279093,195
5032037279147,19
5032037279192,94
